semester,program,letnik,predmet,zacetek,trajanje,dan,vrsta,predavalnica,predavatelj,stevilo programov
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Računalništvo 1,11,1,četrtek,S,3.10,['Matija Lokar'],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Računalništvo 1,12,2,četrtek,P,3.10,['Matija Lokar'],1
Zimski semester 2022/23,Aplikativna matematika,3. letnik,Optimizacija,9,3,petek,P,2.04,['Sandi Klavžar'],1
Zimski semester 2022/23,Uporabna statistika,magistrski študij,Statistika 2,8,3,ponedeljek,P,F6,['Jaka Smrekar'],4
Zimski semester 2022/23,Uporabna statistika,magistrski študij,Verjetnost 2 / Verjetnost,16,3,ponedeljek,P,3.04,['Janez Bernik'],4
Zimski semester 2022/23,Uporabna statistika,magistrski študij,Verjetnost 2 / Verjetnost,8,2,sreda,V,3.05,['Gregor Šega'],4
Zimski semester 2022/23,Uporabna statistika,magistrski študij,Statistika 2,10,2,četrtek,V,3.11,['Katarina Brilej'],4
Zimski semester 2022/23,Uporabna statistika,magistrski študij,Bayesova statistika,12,1,petek,V,3.06,['Nina Ružić Gorenjec'],4
Zimski semester 2022/23,Uporabna statistika,magistrski študij,Bayesova statistika,13,2,petek,P,3.06,['Jaka Smrekar'],4
Zimski semester 2022/23,Uporabna statistika,magistrski študij,Bayesova statistika,13,2,petek,V,3.12,['Nina Ružić Gorenjec'],4
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Praktikum aplikativne fizike I,9,3,ponedeljek,L,Pra1,['Katarina Kosovelj'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika I,12,2,ponedeljek,V,2.02,['Timotej Hrga'],2
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,14,2,ponedeljek,V,P.02,['Primož Koželj'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,8,2,torek,P,MFP,['Irena Drevenšek Olenik'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,10,1,torek,S,MFP,['Matija Milanič'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika I,14,2,torek,P,2.01,['Pavle Saksida'],2
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,8,2,četrtek,P,MFP,['Irena Drevenšek Olenik'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika I,13,2,četrtek,P,2.02,['Pavle Saksida'],2
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Konstrukcijski elementi,15,1,četrtek,P,F3,['Mitjan Kalin'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Konstrukcijski elementi,16,2,četrtek,V,F3,['Marko Polajnar'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,8,1,petek,V,F7,['Primož Koželj'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika I,9,2,petek,V,F1,['Timotej Hrga'],2
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Računalniški praktikum,11,1,petek,P,2.01,['Ljupčo Todorovski'],2
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Računalniški praktikum,12,2,petek,V,3.11,['Matjaž Zaveršnik'],2
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",1. letnik,Računalniški praktikum,12,2,petek,Ostale skupine,3.10,['Maja Abraham'],2
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Industrijski materiali,9,3,ponedeljek,P,FKKT-1070,['Boštjan Genorio'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Industrijski materiali,14,2,ponedeljek,V,FKKT-1070,['Tina Skalar'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Matematika 2,8,3,torek,P,3.05,['Luka Boc Thaler'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Praktikum aplikativne fizike III,11,3,torek,L,Pra2,['Gregor Kladnik'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,14,2,torek,P,F7,['Aleš Mohorič'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Matematika 2,8,2,sreda,S,2.04,['Jasna Prezelj'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,10,1,sreda,V,MFP,['Stanislav Vrtnik'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,11,1,sreda,S,MFP,['Matija Milanič'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,12,2,sreda,P,MFP,['Aleš Mohorič'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,8,2,četrtek,V,F3,['Stanislav Vrtnik'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Matematika 2,10,2,četrtek,V,KS,['Timotej Hrga'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",2. letnik,Projektno delo 2,12,3,četrtek,L,,['Andreja Šarlah'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Moderna fizika,10,2,ponedeljek,P,F5,['Andrej Zorko'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Fizikalna merjenja,12,3,ponedeljek,P,F7,['Dean Cvetko'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Fizikalna merjenja,15,1,ponedeljek,S,F7,['Dean Cvetko'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Praktikum aplikativne fizike V,16,4,ponedeljek,L,Pra3,['Jaka Mur'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Modeliranje v industrijski fiziki,14,3,torek,V,Reaktor,"['Martin Draksler', 'Samir El Shawish']",1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Moderna fizika,11,1,četrtek,P,F3,['Andrej Zorko'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Moderna fizika,12,1,četrtek,S,F3,['Andrej Zorko'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Moderna fizika,13,2,četrtek,V,F3,['Katja Gosar'],1
Zimski semester 2022/23,"Aplikativna fizika, 1. stopnja",3. letnik,Fizikalna merjenja,15,2,četrtek,V,F7,['Gregor Kladnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Kemija I,8,2,ponedeljek,P,B (FKKT),['Franc Perdih'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Matematika I,11,2,ponedeljek,P,VFP,['Janez Mrčun'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT KF,13,2,ponedeljek,Ostale skupine,F6,['Lev Podbregar'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT MAT1,13,2,ponedeljek,Ostale skupine,F6,['Marcel Malovrh'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,PSEMA,13,2,ponedeljek,P,F1,['Saša Prelovšek Komelj'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,FPR1,13,3,ponedeljek,L,Pra1,['Klemen Bučar'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT KF,15,2,ponedeljek,Ostale skupine,F6,['Simon Bukovšek'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT MAT1,15,2,ponedeljek,Ostale skupine,F8,['Luka Hadl'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,FPR1,16,3,ponedeljek,Ostale skupine,Pra1,['Anton Gradišek'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Fizikalni praktikum I,8,3,torek,Ostale skupine,Pra1,['Tilen Koklič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Klasična fizika,11,1,torek,P,VFP,['Marko Mikuž'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KF,12,2,torek,V,F2,['Enej Ilievski'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KF,12,2,torek,Ostale skupine,F4,['Nejc Košnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KF,12,2,torek,Ostale skupine,F5,['Matej Pregelj'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT KF,14,2,torek,Ostale skupine,3.06,['Vita Movrin'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT MAT1,14,2,torek,Ostale skupine,F8,['Ana Štuhec'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT MAT1,14,2,torek,Ostale skupine,F6,['Simon Godec'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,FPR1,14,3,torek,Ostale skupine,Pra1,['Matjaž Humar'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,PSEMB,15,2,torek,P,P.02,['Tomaž Podobnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Računalniški praktikum FIZ UNI,17,2,torek,V,3.11,['Luka Simčič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Fizikalni praktikum I,17,3,torek,Ostale skupine,Pra1,['Zoran Arsov'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Klasična fizika,9,2,sreda,P,VFP,['Marko Mikuž'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Klasična fizika,11,1,sreda,S,VFP,['Marko Mikuž'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,MAT1,12,2,sreda,V,F1,['Blaž Jelenc'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,RP,12,2,sreda,Ostale skupine,3.10,['Jon Mikoš'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,RP,12,2,sreda,Ostale skupine,3.11,['Gašper Žajdela'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT KF,12,2,sreda,Ostale skupine,F6,['Urša Mati Djuraki'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Matematika I,14,2,sreda,P,VFP,['Janez Mrčun'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Računalniški praktikum FIZ UNI,16,2,sreda,P,VFP,['Matjaž Zaveršnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Tutorstvo (klasična fizika),16,2,sreda,Ostale skupine,F3,['Anže Krejan'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KF,8,2,četrtek,V,F2,['Enej Ilievski'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KF,8,2,četrtek,Ostale skupine,F4,['Nejc Košnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KF,8,2,četrtek,Ostale skupine,P.02,['Matej Pregelj'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,MAT1,10,2,četrtek,Ostale skupine,F2,['Peter Goričan'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,MAT1,10,2,četrtek,Ostale skupine,F5,['Jaka Pelaič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,FPR1,10,3,četrtek,Ostale skupine,Pra1,['Tilen Knaflič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,RP,12,2,četrtek,Ostale skupine,3.11,['Rok Kuk'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT MAT1,12,2,četrtek,Ostale skupine,F6,['Vitja Beltram'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,FPR1,13,3,četrtek,Ostale skupine,Pra1,['Žiga Gregorin'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,RP,14,2,četrtek,Ostale skupine,3.10,['Gašper Žajdela'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TP,15,1,četrtek,P,F3,['Mitjan Kalin'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT MAT1,15,2,četrtek,Ostale skupine,F6,['Gregor Kržmanc'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TP,16,2,četrtek,V,F3,['Marko Polajnar'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KOL-FIZ,17,3,četrtek,O,VFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KOL-FIZ,17,3,četrtek,O,F1,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KOL-FIZ,18,2,četrtek,O,MFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Kemija I,8,1,petek,P,2.05,['Franc Perdih'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Kemija I,9,1,petek,S,2.05,['Franc Perdih'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,Matematika I,10,2,petek,P,VFP,['Janez Mrčun'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,MAT1,12,2,petek,V,F2,['Blaž Jelenc'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,MAT1,12,2,petek,Ostale skupine,F1,['Peter Goričan'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,MAT1,12,2,petek,Ostale skupine,F5,['Jaka Pelaič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,RP,14,2,petek,Ostale skupine,3.11,['Gašper Žajdela'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,TUT KF,14,2,petek,Ostale skupine,F6,['Marcel Malovrh'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,FPR1,14,3,petek,Ostale skupine,Pra1,['Tadej Mežnaršič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KOL-FIZ,14,6,petek,O,VFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KOL-FIZ,14,6,petek,O,P.02,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KOL-FIZ,14,6,petek,O,F1,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",1. letnik,KOL-FIZ,16,4,petek,O,MFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Moderna fizika I,8,2,ponedeljek,P,F1,['Simon Širca'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Statistična termodinamika,10,2,ponedeljek,P,F1,['Gregor Skačej'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Matematika III,12,1,ponedeljek,P,F1,['Oliver Dragičević'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,TUT MAT3,13,1,ponedeljek,Ostale skupine,3.05,['Vita Movrin'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,AST1,13,3,ponedeljek,P,F5,['Tomaž Zwitter'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,FPR3,13,3,ponedeljek,L,Pra2,['Rok Dolenec'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Fizikalni praktikum III,16,3,ponedeljek,Ostale skupine,Pra2,['Rok Podlipec'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Moderna fizika I,8,2,torek,V,F1,['Matej Kanduč'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Moderna fizika I,8,2,torek,V,P.02,['Miha Nemevšek'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Matematika III,10,2,torek,P,F1,['Oliver Dragičević'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Verjetnost v fiziki,12,2,torek,P,F1,['Simon Širca'],2
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Statistična termodinamika,14,2,torek,V,F1,['Gregor Skačej'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Matematika III,14,3,torek,V,F2,['Dejan Govc'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Fizikalni praktikum III,16,3,torek,Ostale skupine,Pra2,['Matjaž Kavčič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Računalništvo,8,2,sreda,P,F1,['Ljupčo Todorovski'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Matematika III,10,2,sreda,P,F1,['Oliver Dragičević'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,TUT STD,12,1,sreda,Ostale skupine,F5,['Maj Mejak'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,AST1,12,2,sreda,Ostale skupine,F7,['Dunja Fabjan'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,UVFA,12,2,sreda,P,F4,['Gregor Skok'],4
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,AST1,14,2,sreda,V,F6,['Dunja Fabjan'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,UVFA,14,2,sreda,V,F4,['Katarina Kosovelj'],4
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,FPR3,14,3,sreda,Ostale skupine,Pra2,['Tilen Brecelj'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Projektno delo 2,17,3,sreda,L,,['Aleš Mohorič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Moderna fizika I,8,1,četrtek,S,F1,['Simon Širca'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Moderna fizika I,9,2,četrtek,P,F1,['Simon Širca'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Verjetnost v fiziki,11,1,četrtek,V,F1,['Miha Mihovilovič'],2
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Statistična termodinamika,12,2,četrtek,Ostale skupine,F2,['Gregor Skačej'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Matematika III,12,3,četrtek,Ostale skupine,F1,['Blaž Jelenc'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Računalništvo,14,1,četrtek,L,3.11,['Aljaž Osojnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Računalništvo,15,1,četrtek,Ostale skupine,3.11,['Aljaž Osojnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Tutorstvo (statistična termodinamika),15,1,četrtek,Ostale skupine,F4,['Maj Mejak'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,KOL-FIZ,17,3,četrtek,O,VFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,KOL-FIZ,17,3,četrtek,O,F1,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,KOL-FIZ,18,2,četrtek,O,MFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Elektronika I,8,2,petek,P,F5,['Dušan Ponikvar'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Fizikalni praktikum III,8,3,petek,Ostale skupine,Pra2,['Jelena Vesić'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Elektronika I,10,1,petek,V,F5,['Matjaž Vencelj'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Tutorstvo (matematika III),11,1,petek,Ostale skupine,F6,['Simon Godec'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,Fizikalni praktikum III,11,3,petek,Ostale skupine,Pra2,['Igor Vaskivskyi'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,KOL-FIZ,14,6,petek,O,VFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,KOL-FIZ,14,6,petek,O,P.02,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,KOL-FIZ,14,6,petek,O,F1,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",2. letnik,KOL-FIZ,16,4,petek,O,MFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Kvantna mehanika,8,2,ponedeljek,V,F2,['Tomaž Rejec'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Matematična fizika II,10,2,ponedeljek,V,F2,['Žiga Krajnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Fizikalni praktikum V,12,4,ponedeljek,L,Pra3,['Natan Osterman'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Teoretična astrofizika,13,3,ponedeljek,P,P.01,['Dunja Fabjan'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Zajemanje in obdelava podatkov,16,2,ponedeljek,P,F4,['Dušan Ponikvar'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Matematična fizika II,8,2,torek,P,F2,['Marko Žnidarič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Elektromagnetno polje,10,2,torek,V,F2,['Martin Klanjšek'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,TA,12,1,torek,V,F6,['Gregor Traven'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,VVF,12,2,torek,P,F1,['Simon Širca'],2
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,FPR5,12,4,torek,Ostale skupine,Pra3,['Tomaž Mertelj'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,JTE,14,2,torek,P,F4,['Iztok Tiselj'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Jedrska tehnika in energetika,16,1,torek,V,F4,['Iztok Tiselj'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Kvantna mehanika,8,3,sreda,P,F2,['Anton Ramšak'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Elektromagnetno polje,11,3,sreda,P,F2,['Miha Ravnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Uvod v fiziko atmosfere,12,2,sreda,P,F4,['Gregor Skok'],4
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,IF,14,2,sreda,P,F2,"['Denis Arčon', 'Dean Cvetko']",1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,UVFA,14,2,sreda,V,F4,['Katarina Kosovelj'],4
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,FPR5,14,4,sreda,Ostale skupine,Pra3,['Peter Jeglič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,IF,16,1,sreda,S,F2,"['Denis Arčon', 'Dean Cvetko']",1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,FPR5,8,4,četrtek,Ostale skupine,Pra3,['Jošt Stergar'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,EMP,10,2,četrtek,Ostale skupine,F4,['Martin Klanjšek'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,VVF,11,1,četrtek,V,F1,['Miha Mihovilovič'],2
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Matematično-fizikalni praktikum,12,1,četrtek,S,F4,['Borut Paul Kerševan'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Matematično-fizikalni praktikum,13,2,četrtek,P,F4,['Borut Paul Kerševan'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,KOL-FIZ,17,3,četrtek,O,VFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,KOL-FIZ,17,3,četrtek,O,F1,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,KOL-FIZ,18,2,četrtek,O,MFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Posredovanje fizike,8,2,petek,V,S206,['Sergej Faletič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Fizikalni praktikum V,8,4,petek,Ostale skupine,Pra3,['Rok Pestotnik'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Posredovanje fizike,10,2,petek,P,F2,['Aleš Mohorič'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,Zajemanje in obdelava podatkov,12,2,petek,V,EL,['Dušan Ponikvar'],1
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,KOL-FIZ,14,6,petek,O,VFP,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,KOL-FIZ,14,6,petek,O,P.02,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,KOL-FIZ,14,6,petek,O,F1,[],3
Zimski semester 2022/23,"Fizika, 1. stopnja",3. letnik,KOL-FIZ,16,4,petek,O,MFP,[],3
Zimski semester 2022/23,"Fizika, 2. stopnja",1. letnik,Fotonika I,8,2,ponedeljek,V,P.01,['Igor Vaskivskyi'],1
Zimski semester 2022/23,"Fizika, 2. stopnja",1. letnik,Opazovalne metode v astrofiziki,10,2,ponedeljek,V,F3,['Janez Kos'],2
